Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,medical,USA,CA,SF Bay,Mountain View,/financial-organization/ascent-biomedical-ventures,Ascent Biomedical Ventures,,USA,NY,New York,New York,series-b,4/29/2011,2011-04,2011-Q2,2011," $7,000,000.00 "
no,biotech,USA,NY,Stony Brook,Stony Brook,/financial-organization/ascent-biomedical-ventures,Ascent Biomedical Ventures,,USA,NY,New York,New York,series-b,7/16/2012,2012-07,2012-Q3,2012," $12,000,000.00 "
no,medical,USA,PA,Philadelphia,Philadelphia,/financial-organization/ashby-point-capital,Ashby Point Capital,,USA,MD,Washington DC,Arnold,venture,3/17/2009,2009-03,2009-Q1,2009," $6,000,000.00 "
no,biotech,USA,TN,Nashville,Franklin,/financial-organization/asian-healthcare-fund,Asian Healthcare Fund,,,,unknown,,series-b,6/19/2013,2013-06,2013-Q2,2013," $3,700,000.00 "
no,biotech,USA,TX,Houston,Houston,/financial-organization/aspen-medtech-ventures-iii,Aspen MedTech Ventures III,,,,unknown,,series-a,8/30/2011,2011-08,2011-Q3,2011," $5,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/aspire-capital-fund,Aspire Capital Fund,,USA,IL,Chicago,Chicago,venture,8/20/2012,2012-08,2012-Q3,2012," $20,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-a,12/20/2004,2004-12,2004-Q4,2004," $13,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-b,2/26/2007,2007-02,2007-Q1,2007," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,1/12/2009,2009-01,2009-Q1,2009," $20,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-b,5/3/2004,2004-05,2004-Q2,2004," $12,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,5/5/2009,2009-05,2009-Q2,2009," $20,500,000.00 "
no,biotech,USA,CA,SF Bay,Los Altos,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,8/4/2008,2008-08,2008-Q3,2008," $18,500,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,8/10/2009,2009-08,2009-Q3,2009," $16,100,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,11/4/2004,2004-11,2004-Q4,2004," $11,000,000.00 "
no,biotech,USA,CA,SF Bay,Cupertino,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,10/4/2006,2006-10,2006-Q4,2006," $16,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,3/29/2007,2007-03,2007-Q1,2007," $22,600,000.00 "
no,biotech,USA,CA,SF Bay,Santa Rosa,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-b,5/21/2007,2007-05,2007-Q2,2007," $10,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,5/17/2010,2010-05,2010-Q2,2010," $34,500,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,other,12/29/2009,2009-12,2009-Q4,2009," $3,720,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,7/16/2007,2007-07,2007-Q3,2007," $25,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,venture,5/3/2006,2006-05,2006-Q2,2006," $20,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,2/14/2011,2011-02,2011-Q1,2011," $45,000,000.00 "
yes,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,venture,5/11/2011,2011-05,2011-Q2,2011," $60,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,series-c+,2/23/2007,2007-02,2007-Q1,2007," $23,100,000.00 "
no,biotech,USA,MI,Detroit,Plymouth,/financial-organization/asset-management,Asset Management Company,,USA,CA,SF Bay,Palo Alto,venture,4/25/2013,2013-04,2013-Q2,2013," $33,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Rosa,/financial-organization/asset-management-partners,Asset Management Partners,,CHE,,Baar-Zug,Baar-Zug,series-c+,2/14/2011,2011-02,2011-Q1,2011," $22,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,series-c+,5/17/2010,2010-05,2010-Q2,2010," $34,500,000.00 "
yes,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,venture,5/11/2011,2011-05,2011-Q2,2011," $60,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,series-a,12/6/2011,2011-12,2011-Q4,2011," $11,500,000.00 "
no,medical,USA,CA,SF Bay,South San Francisco,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,series-b,6/22/2012,2012-06,2012-Q2,2012," $11,900,000.00 "
no,biotech,USA,MI,Detroit,Plymouth,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,venture,4/25/2013,2013-04,2013-Q2,2013," $33,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/asset-management-ventures,Asset Management Ventures,,USA,CA,SF Bay,Palo Alto,series-b,5/8/2013,2013-05,2013-Q2,2013," $24,000,000.00 "
no,biotech,USA,,Minneapolis,River Falls,/financial-organization/associated-bank,Associated Bank,,,,unknown,,other,7/18/2013,2013-07,2013-Q3,2013," $10,640,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,1/7/2009,2009-01,2009-Q1,2009," $21,400,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Morrisville,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,7/7/2009,2009-07,2009-Q3,2009," $18,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,10/7/2009,2009-10,2009-Q4,2009," $32,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,11/16/2009,2009-11,2009-Q4,2009," $30,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-c+,6/25/2010,2010-06,2010-Q2,2010," $20,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,venture,9/27/2010,2010-09,2010-Q3,2010," $3,200,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,7/14/2011,2011-07,2011-Q3,2011," $32,000,000.00 "
no,biotech,USA,PA,Philadelphia,Malvern,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-b,6/5/2012,2012-06,2012-Q2,2012," $23,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,private-equity,2/26/2013,2013-02,2013-Q1,2013," $2,250,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/astellas-venture-management,Astellas Venture Management,,USA,CA,SF Bay,Menlo Park,series-a,5/20/2013,2013-05,2013-Q2,2013," $45,000,000.00 "
no,medical,USA,CA,SF Bay,Fremont,/financial-organization/astrolabe-ventures,Astrolabe Ventures,,USA,CA,SF Bay,Palo Alto,series-a,6/23/2008,2008-06,2008-Q2,2008," $2,500,000.00 "
no,medical,USA,CA,SF Bay,Fremont,/financial-organization/astrolabe-ventures,Astrolabe Ventures,,USA,CA,SF Bay,Palo Alto,series-a,4/9/2007,2007-04,2007-Q2,2007," $2,500,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/atel-ventures,ATEL Ventures,,USA,CA,SF Bay,San Francisco,series-b,9/9/2010,2010-09,2010-Q3,2010," $28,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/atheneos-capital,Atheneos Capital,,USA,CA,SF Bay,Menlo Park,series-a,4/5/2010,2010-04,2010-Q2,2010," $20,000,000.00 "
no,biotech,USA,MT,Bozeman,Bozeman,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-b,4/1/2008,2008-04,2008-Q2,2008," $28,000,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-a,9/15/2009,2009-09,2009-Q3,2009," $16,000,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-b,4/26/2011,2011-04,2011-Q2,2011," $22,000,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-b,1/9/2012,2012-01,2012-Q1,2012," $4,100,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-a,8/30/2012,2012-08,2012-Q3,2012," $27,000,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/athenian-venture-partners,Athenian Venture Partners,,USA,OH,Athens,Athens,series-c+,6/4/2013,2013-06,2013-Q2,2013," $41,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/athyrium-opportunities-fund,Athyrium Opportunities Fund,,,,unknown,,venture,9/19/2012,2012-09,2012-Q3,2012," $25,000,000.00 "
no,medical,USA,AZ,Tuscon,Tuscon,/financial-organization/athyrium-opportunities-fund,Athyrium Opportunities Fund,,,,unknown,,other,3/20/2013,2013-03,2013-Q1,2013," $15,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/athyrium-opportunities-fund,Athyrium Opportunities Fund,,,,unknown,,venture,5/2/2013,2013-05,2013-Q2,2013," $45,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,4/21/2008,2008-04,2008-Q2,2008," $25,000,000.00 "
no,biotech,USA,CO,Denver,Boulder,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,5/19/2008,2008-05,2008-Q2,2008," $8,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,12/14/2009,2009-12,2009-Q4,2009," $26,000,000.00 "
no,biotech,USA,MA,Boston,Norwood,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,1/12/2010,2010-01,2010-Q1,2010," $12,500,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,3/29/2010,2010-03,2010-Q1,2010," $28,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-c+,8/7/2007,2007-08,2007-Q3,2007," $15,500,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,3/22/2007,2007-03,2007-Q1,2007," $1,000,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,1/9/2006,2006-01,2006-Q1,2006," $24,500,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,11/16/2006,2006-11,2006-Q4,2006," $35,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,6/26/2006,2006-06,2006-Q2,2006," $27,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,9/11/2006,2006-09,2006-Q3,2006," $5,180,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,angel,3/10/2011,2011-03,2011-Q1,2011,
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,6/28/2011,2011-06,2011-Q2,2011," $24,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-c+,7/7/2011,2011-07,2011-Q3,2011," $33,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,venture,10/19/2011,2011-10,2011-Q4,2011," $18,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,1/18/2012,2012-01,2012-Q1,2012," $20,700,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,2/28/2012,2012-02,2012-Q1,2012," $5,000,000.00 "
no,biotech,USA,CO,Denver,Boulder,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-b,4/24/2012,2012-04,2012-Q2,2012," $20,000,000.00 "
no,biotech,USA,MA,Boston,Wayland,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,venture,7/26/2012,2012-07,2012-Q3,2012," $2,000,000.00 "
no,biotech,USA,MA,Boston,Wayland,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,9/10/2012,2012-09,2012-Q3,2012," $8,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-c+,12/4/2012,2012-12,2012-Q4,2012," $21,000,000.00 "
no,biotech,USA,RI,Providence,Providence,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,series-a,6/21/2013,2013-06,2013-Q2,2013," $6,000,000.00 "
no,medical,USA,MA,Boston,Boston,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,angel,9/5/2013,2013-09,2013-Q3,2013," $1,000,000.00 "
no,health,USA,NJ,Branchburg,Branchburg,/financial-organization/aua-private-equity-partners,AUA Private Equity Partners,,USA,NY,New York,New York,venture,5/11/2012,2012-05,2012-Q2,2012,
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/auriga-partners,Auriga Partners,,FRA,,Paris,Paris,series-b,1/3/2011,2011-01,2011-Q1,2011," $35,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/auriga-partners,Auriga Partners,,FRA,,Paris,Paris,series-c+,10/10/2012,2012-10,2012-Q4,2012," $30,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/aurora-private-equity-limited,Aurora Private Equity,,GBR,,Aberdeen,ABERDEEN,series-c+,8/26/2013,2013-08,2013-Q3,2013," $42,500,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/aurora-private-equity-limited,Aurora Private Equity,,GBR,,Aberdeen,ABERDEEN,series-c+,8/26/2013,2013-08,2013-Q3,2013," $42,500,000.00 "
no,biotech,USA,CA,SF Bay,Moraga,/financial-organization/aurus,Aurus,,CHL,,Vitacura,Vitacura,series-a,6/17/2013,2013-06,2013-Q2,2013," $4,500,000.00 "
no,health,USA,TX,Houston,Houston,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,venture,7/11/2008,2008-07,2008-Q3,2008," $28,000,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,series-b,11/13/2007,2007-11,2007-Q4,2007," $20,000,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,series-a,9/29/2004,2004-09,2004-Q3,2004," $14,000,000.00 "
no,health,USA,TX,Austin,Austin,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,series-a,8/30/2010,2010-08,2010-Q3,2010," $5,000,000.00 "
no,biotech,USA,TX,Houston,The Woodlands,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,venture,1/18/2011,2011-01,2011-Q1,2011," $30,000,000.00 "
no,health,USA,TX,Austin,Austin,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,series-b,6/5/2012,2012-06,2012-Q2,2012," $9,000,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/austin-ventures,Austin Ventures,,USA,TX,Austin,Austin,venture,10/23/2012,2012-10,2012-Q4,2012," $5,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-b,11/8/2007,2007-11,2007-Q4,2007," $33,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-a,3/16/2010,2010-03,2010-Q1,2010," $9,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-a,7/31/2006,2006-07,2006-Q3,2006," $2,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-a,6/11/2010,2010-06,2010-Q2,2010," $10,000,000.00 "
no,biotech,USA,KS,Kansas City,Kansas City,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-a,1/7/2011,2011-01,2011-Q1,2011," $20,000,000.00 "
no,biotech,USA,KS,Kansas City,Kansas City,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-b,12/7/2011,2011-12,2011-Q4,2011," $15,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-a,12/6/2012,2012-12,2012-Q4,2012," $7,650,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avalon-ventures,Avalon Ventures,,USA,CA,San Diego,La Jolla,series-c+,9/4/2013,2013-09,2013-Q3,2013," $45,900,000.00 "
no,biotech,USA,TX,Houston,Houston,/financial-organization/avg-ventures,AVG Ventures,,,,unknown,,series-b,3/8/2012,2012-03,2012-Q1,2012," $20,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/avida-group,Avida Group,,DEU,,Dusseldorf,D?_sseldorf,series-b,11/16/2006,2006-11,2006-Q4,2006," $35,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avrio-ventures,Avrio Ventures,,CAN,,Calgary,Calgary,series-c+,1/28/2010,2010-01,2010-Q1,2010," $9,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/avrio-ventures,Avrio Ventures,,CAN,,Calgary,Calgary,venture,3/12/2012,2012-03,2012-Q1,2012," $18,200,000.00 "
no,biotech,USA,CA,Los Angeles,Aliso Viejo,/financial-organization/aweida-venture-partners,Aweida Venture Partners,,USA,CO,Denver,Superior,series-c+,1/17/2010,2010-01,2010-Q1,2010," $15,500,000.00 "
no,biotech,USA,CT,New Haven,New Haven,/financial-organization/axiom-ventures,Axiom Ventures,,USA,CT,Hartford,Hartford,venture,1/25/2009,2009-01,2009-Q1,2009," $25,000,000.00 "
no,medical,USA,PA,Philadelphia,Morrisville,/financial-organization/axiom-ventures,Axiom Ventures,,USA,CT,Hartford,Hartford,series-c+,1/1/2008,2008-01,2008-Q1,2008," $36,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/financial-organization/ayer-capital-management,Ayer Capital Management,,,,unknown,,venture,9/24/2010,2010-09,2010-Q3,2010," $14,900,000.00 "
yes,biotech,USA,CA,SF Bay,Hayward,/financial-organization/azimuth-opportunity,Azimuth Opportunity,,,,unknown,,venture,9/20/2006,2006-09,2006-Q3,2006," $75,000,000.00 "
